Veg ID,Map Unit ID,Strata,No. Growth Forms,No. Taxa,Mapunit Identifier,Spatial Mix,Data Set Name,Stratum ID,Sub Stratum Rank,Cover Type,Cover Mean Value,Height Type,Height Mean Value,L6 Sub Association,L2 Structural Formation,L3 Broad Floristic Formation,L4 Sub Formation,L5 Association,Cover Code,Height Class,Dominant Stratum Flag,Source Code,Source Description,Environmental Description,Common Language Description,No. Strata,Nvis ID,Data Set Id,Record Type,Growth Form Type
9,2665,M1,1,2,31600033,pure,NTLUNIT1750/2000,5903,-,Percentage Cover (classed data),-9999,Average Height (general vegetation mapping),-9999,"U1+ ^Eucalyptus gamophylla\^tree mallee\6\r;M1 ^Eremophila latrobei subsp. latrobei,Corymbia opaca\^shrub\4\r;G1 ^Triodia pungens\^hummock grass\1\c",Open mallee woodland,Eucalyptus open mallee woodland,Eucalyptus mid open mallee woodland\Eremophila tall sparse shrubland\Triodia low hummock grassland,"U+ ^Eucalyptus gamophylla\^tree mallee\6\r;M1 ^Eremophila latrobei subsp. latrobei,Corymbia opaca\^shrub\4\r;G ^Triodia pungens\^hummock grass\1\c",r,4,N,Land Unit 5.7,Spinifex sandplains - Low spinifex rises,"Sandplain with sandy red earth, soil becomes slightly heavier and calcareous at depth",-,3,3141,43,-,Shrub
9,2665,G1,1,1,31600033,pure,NTLUNIT1750/2000,5904,2,Foliage Cover (classed data),60,Average Height (general vegetation mapping),0.4,"U1+ ^Eucalyptus gamophylla\^tree mallee\6\r;M1 ^Eremophila latrobei subsp. latrobei,Corymbia opaca\^shrub\4\r;G1 ^Triodia pungens\^hummock grass\1\c",Open mallee woodland,Eucalyptus open mallee woodland,Eucalyptus mid open mallee woodland\Eremophila tall sparse shrubland\Triodia low hummock grassland,"U+ ^Eucalyptus gamophylla\^tree mallee\6\r;M1 ^Eremophila latrobei subsp. latrobei,Corymbia opaca\^shrub\4\r;G ^Triodia pungens\^hummock grass\1\c",c,1,N,Land Unit 5.7,Spinifex sandplains - Low spinifex rises,"Sandplain with sandy red earth, soil becomes slightly heavier and calcareous at depth",-,3,3141,43,-,Hummock grass
10,1893,U1,1,1,31600034,pure,NTLUNIT1750/2000,5905,2,Percentage Cover (classed data),0.2,Average Height (general vegetation mapping),5,"U1 ^Acacia aneura\^tree\6\bi;M1 ^Eremophila freelingii,Eremophila latrobei subsp. latrobei,Maireana astrotricha,Rhagodia spinescens,Senna artemisioides subsp. helmsii\^shrub,chenopod shrub\3\bi;G1+ ^Enchylaena tomentosa,Sclerolaena lanicuspis,Neurachne munroi\^forb,tussock grass\1\r",Low sparse forbland,Enchylaena low sparse forbland,Acacia low isolated trees\Eremophila mid isolated shrubs\+Enchylaena low sparse forbland,"U ^Acacia aneura\^tree\6\bi;M ^Eremophila freelingii,Eremophila latrobei subsp. latrobei,Maireana astrotricha\^shrub,chenopod shrub\3\bi;G+ ^Enchylaena tomentosa,Sclerolaena lanicuspis,Neurachne munroi\^forb,tussock grass\1\r",bi,6,N,ERDLU1.1,Hills and Rises - Flat top hills,"Rises and hills of silcrete-capped weathered rock, shallow skeletal soil, slopes up to 17%. Relief ranging from 20-40m, runoff dispersed rapidly as sheet flow and in minor tributaries",-,3,3142,43,-,Tree
10,1893,M1,2,5,31600034,pure,NTLUNIT1750/2000,5906,3,Percentage Cover (classed data),0.2,Average Height (general vegetation mapping),0.6,"U1 ^Acacia aneura\^tree\6\bi;M1 ^Eremophila freelingii,Eremophila latrobei subsp. latrobei,Maireana astrotricha,Rhagodia spinescens,Senna artemisioides subsp. helmsii\^shrub,chenopod shrub\3\bi;G1+ ^Enchylaena tomentosa,Sclerolaena lanicuspis,Neurachne munroi\^forb,tussock grass\1\r",Low sparse forbland,Enchylaena low sparse forbland,Acacia low isolated trees\Eremophila mid isolated shrubs\+Enchylaena low sparse forbland,"U ^Acacia aneura\^tree\6\bi;M ^Eremophila freelingii,Eremophila latrobei subsp. latrobei,Maireana astrotricha\^shrub,chenopod shrub\3\bi;G+ ^Enchylaena tomentosa,Sclerolaena lanicuspis,Neurachne munroi\^forb,tussock grass\1\r",bi,3,N,ERDLU1.1,Hills and Rises - Flat top hills,"Rises and hills of silcrete-capped weathered rock, shallow skeletal soil, slopes up to 17%. Relief ranging from 20-40m, runoff dispersed rapidly as sheet flow and in minor tributaries",-,3,3142,43,-,Chenopod shrub
10,1893,M1,2,5,31600034,pure,NTLUNIT1750/2000,5906,3,Percentage Cover (classed data),0.2,Average Height (general vegetation mapping),0.6,"U1 ^Acacia aneura\^tree\6\bi;M1 ^Eremophila freelingii,Eremophila latrobei subsp. latrobei,Maireana astrotricha,Rhagodia spinescens,Senna artemisioides subsp. helmsii\^shrub,chenopod shrub\3\bi;G1+ ^Enchylaena tomentosa,Sclerolaena lanicuspis,Neurachne munroi\^forb,tussock grass\1\r",Low sparse forbland,Enchylaena low sparse forbland,Acacia low isolated trees\Eremophila mid isolated shrubs\+Enchylaena low sparse forbland,"U ^Acacia aneura\^tree\6\bi;M ^Eremophila freelingii,Eremophila latrobei subsp. latrobei,Maireana astrotricha\^shrub,chenopod shrub\3\bi;G+ ^Enchylaena tomentosa,Sclerolaena lanicuspis,Neurachne munroi\^forb,tussock grass\1\r",bi,3,N,ERDLU1.1,Hills and Rises - Flat top hills,"Rises and hills of silcrete-capped weathered rock, shallow skeletal soil, slopes up to 17%. Relief ranging from 20-40m, runoff dispersed rapidly as sheet flow and in minor tributaries",-,3,3142,43,-,Shrub
10,1893,G1,2,3,31600034,pure,NTLUNIT1750/2000,5907,1,Foliage Cover (classed data),8,Average Height (general vegetation mapping),0.4,"U1 ^Acacia aneura\^tree\6\bi;M1 ^Eremophila freelingii,Eremophila latrobei subsp. latrobei,Maireana astrotricha,Rhagodia spinescens,Senna artemisioides subsp. helmsii\^shrub,chenopod shrub\3\bi;G1+ ^Enchylaena tomentosa,Sclerolaena lanicuspis,Neurachne munroi\^forb,tussock grass\1\r",Low sparse forbland,Enchylaena low sparse forbland,Acacia low isolated trees\Eremophila mid isolated shrubs\+Enchylaena low sparse forbland,"U ^Acacia aneura\^tree\6\bi;M ^Eremophila freelingii,Eremophila latrobei subsp. latrobei,Maireana astrotricha\^shrub,chenopod shrub\3\bi;G+ ^Enchylaena tomentosa,Sclerolaena lanicuspis,Neurachne munroi\^forb,tussock grass\1\r",r,1,Y,ERDLU1.1,Hills and Rises - Flat top hills,"Rises and hills of silcrete-capped weathered rock, shallow skeletal soil, slopes up to 17%. Relief ranging from 20-40m, runoff dispersed rapidly as sheet flow and in minor tributaries",-,3,3142,43,-,Tussock grass
10,1893,G1,2,3,31600034,pure,NTLUNIT1750/2000,5907,1,Foliage Cover (classed data),8,Average Height (general vegetation mapping),0.4,"U1 ^Acacia aneura\^tree\6\bi;M1 ^Eremophila freelingii,Eremophila latrobei subsp. latrobei,Maireana astrotricha,Rhagodia spinescens,Senna artemisioides subsp. helmsii\^shrub,chenopod shrub\3\bi;G1+ ^Enchylaena tomentosa,Sclerolaena lanicuspis,Neurachne munroi\^forb,tussock grass\1\r",Low sparse forbland,Enchylaena low sparse forbland,Acacia low isolated trees\Eremophila mid isolated shrubs\+Enchylaena low sparse forbland,"U ^Acacia aneura\^tree\6\bi;M ^Eremophila freelingii,Eremophila latrobei subsp. latrobei,Maireana astrotricha\^shrub,chenopod shrub\3\bi;G+ ^Enchylaena tomentosa,Sclerolaena lanicuspis,Neurachne munroi\^forb,tussock grass\1\r",r,1,Y,ERDLU1.1,Hills and Rises - Flat top hills,"Rises and hills of silcrete-capped weathered rock, shallow skeletal soil, slopes up to 17%. Relief ranging from 20-40m, runoff dispersed rapidly as sheet flow and in minor tributaries",-,3,3142,43,-,Forb
11,2411,U1,1,1,31600001,pure,NTLUNIT1750/2000,5908,1,Percentage Cover (classed data),-9999,Average Height (general vegetation mapping),-9999,"U1+ ^Eucalyptus normantonensis\^tree\6\r;M1 ^Acacia stowardii,Eucalyptus normantonensis\^shrub\3\r;G1 ^Triodia pungens\^hummock grass\1\i",Low open woodland,Eucalyptus low open woodland,Eucalyptus low open woodland\Acacia mid sparse shrubland\Triodia low open hummock grassland,"U+ ^Eucalyptus normantonensis\^tree\6\r;M1 ^Acacia stowardii,Eucalyptus normantonensis\^shrub\3\r;G ^Triodia pungens\^hummock grass\1\i",r,6,Y,LUCYLU1.1,Hills and rises - Sandstone ranges,"Sandstone and silicified hills, shallow skeletal soil.Rolling hills, moderately inclined slopes(20%); relief up to 60 metres",-,3,3143,43,-,Tree
11,2411,M1,1,2,31600001,pure,NTLUNIT1750/2000,5909,-,Percentage Cover (classed data),-9999,Unknown,-9999,"U1+ ^Eucalyptus normantonensis\^tree\6\r;M1 ^Acacia stowardii,Eucalyptus normantonensis\^shrub\3\r;G1 ^Triodia pungens\^hummock grass\1\i",Low open woodland,Eucalyptus low open woodland,Eucalyptus low open woodland\Acacia mid sparse shrubland\Triodia low open hummock grassland,"U+ ^Eucalyptus normantonensis\^tree\6\r;M1 ^Acacia stowardii,Eucalyptus normantonensis\^shrub\3\r;G ^Triodia pungens\^hummock grass\1\i",r,3,N,LUCYLU1.1,Hills and rises - Sandstone ranges,"Sandstone and silicified hills, shallow skeletal soil.Rolling hills, moderately inclined slopes(20%); relief up to 60 metres",-,3,3143,43,-,Shrub
11,2411,G1,1,1,31600001,pure,NTLUNIT1750/2000,5910,-,Foliage Cover (classed data),-9999,Unknown,-9999,"U1+ ^Eucalyptus normantonensis\^tree\6\r;M1 ^Acacia stowardii,Eucalyptus normantonensis\^shrub\3\r;G1 ^Triodia pungens\^hummock grass\1\i",Low open woodland,Eucalyptus low open woodland,Eucalyptus low open woodland\Acacia mid sparse shrubland\Triodia low open hummock grassland,"U+ ^Eucalyptus normantonensis\^tree\6\r;M1 ^Acacia stowardii,Eucalyptus normantonensis\^shrub\3\r;G ^Triodia pungens\^hummock grass\1\i",i,1,N,LUCYLU1.1,Hills and rises - Sandstone ranges,"Sandstone and silicified hills, shallow skeletal soil.Rolling hills, moderately inclined slopes(20%); relief up to 60 metres",-,3,3143,43,-,Hummock grass
12,1752,U1,1,2,31600003,pure,NTLUNIT1750/2000,5911,-,Percentage Cover (classed data),-9999,Unknown,-9999,"U1 ^Acacia aneura+/-Acacia georginae\^tree\6\r;M1+ ^Senna glutinosa\^shrub\3\r;G1 Cyperus rigidellus,^Dactyloctenium radulans,Aristida contorta,Tripogon loliiformis\^tussock grass,forb,sedge\1\bi",Low sparse shrubland,Senna (mixed) low sparse shrubland,Acacia low open woodland\+Senna mid sparse shrubland\Dactyloctenium low isolated tussock grasses,"U ^Acacia aneura+/-Acacia georginae\^tree\6\r;M1+ ^Senna glutinosa\^shrub\3\r;G Cyperus rigidellus,^Dactyloctenium radulans,Aristida contorta\^tussock grass,forb,sedge\1\bi",r,6,N,Land unit 1.3,Hills and rises - Low flat topped hills,"Low silicified sandstone hills, shallow gravelly soils. Isolated steep low hills (slopes up to 40%), hills composed of iron and silica hardened duricrust, runoff is rapid, soils are well drained",-,3,3145,43,-,Tree
12,1752,M1,1,1,31600003,pure,NTLUNIT1750/2000,5912,1,Percentage Cover (classed data),-9999,Average Height (general vegetation mapping),-9999,"U1 ^Acacia aneura+/-Acacia georginae\^tree\6\r;M1+ ^Senna glutinosa\^shrub\3\r;G1 Cyperus rigidellus,^Dactyloctenium radulans,Aristida contorta,Tripogon loliiformis\^tussock grass,forb,sedge\1\bi",Low sparse shrubland,Senna (mixed) low sparse shrubland,Acacia low open woodland\+Senna mid sparse shrubland\Dactyloctenium low isolated tussock grasses,"U ^Acacia aneura+/-Acacia georginae\^tree\6\r;M1+ ^Senna glutinosa\^shrub\3\r;G Cyperus rigidellus,^Dactyloctenium radulans,Aristida contorta\^tussock grass,forb,sedge\1\bi",r,3,Y,Land unit 1.3,Hills and rises - Low flat topped hills,"Low silicified sandstone hills, shallow gravelly soils. Isolated steep low hills (slopes up to 40%), hills composed of iron and silica hardened duricrust, runoff is rapid, soils are well drained",-,3,3145,43,-,Shrub
12,1752,G1,3,4,31600003,pure,NTLUNIT1750/2000,5913,-,Foliage Cover (classed data),-9999,Unknown,-9999,"U1 ^Acacia aneura+/-Acacia georginae\^tree\6\r;M1+ ^Senna glutinosa\^shrub\3\r;G1 Cyperus rigidellus,^Dactyloctenium radulans,Aristida contorta,Tripogon loliiformis\^tussock grass,forb,sedge\1\bi",Low sparse shrubland,Senna (mixed) low sparse shrubland,Acacia low open woodland\+Senna mid sparse shrubland\Dactyloctenium low isolated tussock grasses,"U ^Acacia aneura+/-Acacia georginae\^tree\6\r;M1+ ^Senna glutinosa\^shrub\3\r;G Cyperus rigidellus,^Dactyloctenium radulans,Aristida contorta\^tussock grass,forb,sedge\1\bi",bi,1,N,Land unit 1.3,Hills and rises - Low flat topped hills,"Low silicified sandstone hills, shallow gravelly soils. Isolated steep low hills (slopes up to 40%), hills composed of iron and silica hardened duricrust, runoff is rapid, soils are well drained",-,3,3145,43,-,Forb
12,1752,G1,3,4,31600003,pure,NTLUNIT1750/2000,5913,-,Foliage Cover (classed data),-9999,Unknown,-9999,"U1 ^Acacia aneura+/-Acacia georginae\^tree\6\r;M1+ ^Senna glutinosa\^shrub\3\r;G1 Cyperus rigidellus,^Dactyloctenium radulans,Aristida contorta,Tripogon loliiformis\^tussock grass,forb,sedge\1\bi",Low sparse shrubland,Senna (mixed) low sparse shrubland,Acacia low open woodland\+Senna mid sparse shrubland\Dactyloctenium low isolated tussock grasses,"U ^Acacia aneura+/-Acacia georginae\^tree\6\r;M1+ ^Senna glutinosa\^shrub\3\r;G Cyperus rigidellus,^Dactyloctenium radulans,Aristida contorta\^tussock grass,forb,sedge\1\bi",bi,1,N,Land unit 1.3,Hills and rises - Low flat topped hills,"Low silicified sandstone hills, shallow gravelly soils. Isolated steep low hills (slopes up to 40%), hills composed of iron and silica hardened duricrust, runoff is rapid, soils are well drained",-,3,3145,43,-,Sedge
12,1752,G1,3,4,31600003,pure,NTLUNIT1750/2000,5913,-,Foliage Cover (classed data),-9999,Unknown,-9999,"U1 ^Acacia aneura+/-Acacia georginae\^tree\6\r;M1+ ^Senna glutinosa\^shrub\3\r;G1 Cyperus rigidellus,^Dactyloctenium radulans,Aristida contorta,Tripogon loliiformis\^tussock grass,forb,sedge\1\bi",Low sparse shrubland,Senna (mixed) low sparse shrubland,Acacia low open woodland\+Senna mid sparse shrubland\Dactyloctenium low isolated tussock grasses,"U ^Acacia aneura+/-Acacia georginae\^tree\6\r;M1+ ^Senna glutinosa\^shrub\3\r;G Cyperus rigidellus,^Dactyloctenium radulans,Aristida contorta\^tussock grass,forb,sedge\1\bi",bi,1,N,Land unit 1.3,Hills and rises - Low flat topped hills,"Low silicified sandstone hills, shallow gravelly soils. Isolated steep low hills (slopes up to 40%), hills composed of iron and silica hardened duricrust, runoff is rapid, soils are well drained",-,3,3145,43,-,Tussock grass
13,2535,U1,1,1,31600004,pure,NTLUNIT1750/2000,5914,-,Percentage Cover (classed data),-9999,Average Height (general vegetation mapping),-9999,"U1 ^Acacia aneura\^tree\6\bi;M1+ ^Eremophila latrobei subsp. latrobei,Acacia spondylophylla,Senna artemisioides subsp. helmsii,Hakea macrocarpa\^shrub\4\r;G1 ^Aristida contorta\^tussock grass\1\bi",Tall sparse shrubland,Eremophila (mixed) tall sparse shrubland,Acacia low isolated trees\+Eremophila tall sparse shrubland\Aristida low isolated tussock grasses,"U ^Acacia aneura\^tree\6\bi;M+ ^Eremophila latrobei subsp. latrobei,Acacia spondylophylla,Senna artemisioides subsp. helmsii\^shrub\4\r;G ^Aristida contorta\^tussock grass\1\bi",bi,6,N,Land unit 1.4,Hills and rises - Ironstone rises,"Gently undulating gravelly ironstone rises, shallow gravelly soils largely unvegetated. Undulating rises, rarely low hills, gently inclined slopes (5%), runoff rapid, well drained soils",-,3,3146,43,-,Tree
13,2535,M1,1,4,31600004,pure,NTLUNIT1750/2000,5915,1,Percentage Cover (classed data),-9999,Average Height (general vegetation mapping),-9999,"U1 ^Acacia aneura\^tree\6\bi;M1+ ^Eremophila latrobei subsp. latrobei,Acacia spondylophylla,Senna artemisioides subsp. helmsii,Hakea macrocarpa\^shrub\4\r;G1 ^Aristida contorta\^tussock grass\1\bi",Tall sparse shrubland,Eremophila (mixed) tall sparse shrubland,Acacia low isolated trees\+Eremophila tall sparse shrubland\Aristida low isolated tussock grasses,"U ^Acacia aneura\^tree\6\bi;M+ ^Eremophila latrobei subsp. latrobei,Acacia spondylophylla,Senna artemisioides subsp. helmsii\^shrub\4\r;G ^Aristida contorta\^tussock grass\1\bi",r,4,Y,Land unit 1.4,Hills and rises - Ironstone rises,"Gently undulating gravelly ironstone rises, shallow gravelly soils largely unvegetated. Undulating rises, rarely low hills, gently inclined slopes (5%), runoff rapid, well drained soils",-,3,3146,43,-,Shrub
13,2535,G1,1,1,31600004,pure,NTLUNIT1750/2000,5916,-,Foliage Cover (classed data),-9999,Average Height (general vegetation mapping),-9999,"U1 ^Acacia aneura\^tree\6\bi;M1+ ^Eremophila latrobei subsp. latrobei,Acacia spondylophylla,Senna artemisioides subsp. helmsii,Hakea macrocarpa\^shrub\4\r;G1 ^Aristida contorta\^tussock grass\1\bi",Tall sparse shrubland,Eremophila (mixed) tall sparse shrubland,Acacia low isolated trees\+Eremophila tall sparse shrubland\Aristida low isolated tussock grasses,"U ^Acacia aneura\^tree\6\bi;M+ ^Eremophila latrobei subsp. latrobei,Acacia spondylophylla,Senna artemisioides subsp. helmsii\^shrub\4\r;G ^Aristida contorta\^tussock grass\1\bi",bi,1,N,Land unit 1.4,Hills and rises - Ironstone rises,"Gently undulating gravelly ironstone rises, shallow gravelly soils largely unvegetated. Undulating rises, rarely low hills, gently inclined slopes (5%), runoff rapid, well drained soils",-,3,3146,43,-,Tussock grass
14,2536,U1,1,1,31600005,pure,NTLUNIT1750/2000,5917,-,Percentage Cover (classed data),-9999,Average Height (general vegetation mapping),-9999,"U1 ^Atalaya hemiglauca\^tree\6\bi;M1 ^Acacia bivenosa,Senna artemisioides subsp. artemisioides,Acacia stowardii,Acacia melleodora\^shrub\4\r;G1+ ^Triodia longiceps\^hummock grass\1\i",Low open hummock grassland,Triodia low open hummock grassland,Atalaya low isolated trees\Acacia tall sparse shrubland\+Triodia low open hummock grassland,"U ^Atalaya hemiglauca\^tree\6\bi;M ^Acacia bivenosa,Senna artemisioides subsp. artemisioides,Acacia stowardii\^shrub\4\r;G+ ^Triodia longiceps\^hummock grass\1\i",bi,6,N,Land unit 1.5,Hills and rises - Spinifex hills,"Hills formed on limestone, shallow gravelly soil. Undulating low hills, gently inclined slopes (5%), runoff moderately rapid, soils are well drained",-,3,3147,43,-,Tree
14,2536,M1,1,4,31600005,pure,NTLUNIT1750/2000,5918,-,Percentage Cover (classed data),-9999,Average Height (general vegetation mapping),-9999,"U1 ^Atalaya hemiglauca\^tree\6\bi;M1 ^Acacia bivenosa,Senna artemisioides subsp. artemisioides,Acacia stowardii,Acacia melleodora\^shrub\4\r;G1+ ^Triodia longiceps\^hummock grass\1\i",Low open hummock grassland,Triodia low open hummock grassland,Atalaya low isolated trees\Acacia tall sparse shrubland\+Triodia low open hummock grassland,"U ^Atalaya hemiglauca\^tree\6\bi;M ^Acacia bivenosa,Senna artemisioides subsp. artemisioides,Acacia stowardii\^shrub\4\r;G+ ^Triodia longiceps\^hummock grass\1\i",r,4,N,Land unit 1.5,Hills and rises - Spinifex hills,"Hills formed on limestone, shallow gravelly soil. Undulating low hills, gently inclined slopes (5%), runoff moderately rapid, soils are well drained",-,3,3147,43,-,Shrub
14,2536,G1,1,1,31600005,pure,NTLUNIT1750/2000,5919,1,Foliage Cover (classed data),-9999,Average Height (general vegetation mapping),-9999,"U1 ^Atalaya hemiglauca\^tree\6\bi;M1 ^Acacia bivenosa,Senna artemisioides subsp. artemisioides,Acacia stowardii,Acacia melleodora\^shrub\4\r;G1+ ^Triodia longiceps\^hummock grass\1\i",Low open hummock grassland,Triodia low open hummock grassland,Atalaya low isolated trees\Acacia tall sparse shrubland\+Triodia low open hummock grassland,"U ^Atalaya hemiglauca\^tree\6\bi;M ^Acacia bivenosa,Senna artemisioides subsp. artemisioides,Acacia stowardii\^shrub\4\r;G+ ^Triodia longiceps\^hummock grass\1\i",i,1,Y,Land unit 1.5,Hills and rises - Spinifex hills,"Hills formed on limestone, shallow gravelly soil. Undulating low hills, gently inclined slopes (5%), runoff moderately rapid, soils are well drained",-,3,3147,43,-,Hummock grass
15,1753,U1,1,1,31600006,pure,NTLUNIT1750/2000,5920,-,Percentage Cover (classed data),-9999,Average Height (general vegetation mapping),-9999,"U1 ^Acacia stowardii\^tree\6\r;M1+ ^Acacia stowardii\^shrub\4\r;G1 Fimbristylis dichotoma,^Enneapogon avenaceus,Enneapogon cylindricus\^tussock grass,sedge\1\bi",Tall sparse shrubland,Acacia tall sparse shrubland,Acacia low open woodland\+Acacia tall sparse shrubland\Enneapogon low isolated tussock grasses,"U ^Acacia stowardii\^tree\6\r;M1+ ^Acacia stowardii\^shrub\4\r;G Fimbristylis dichotoma,^Enneapogon avenaceus,Enneapogon cylindricus\^tussock grass,sedge\1\bi",r,6,N,Land unit 1.6,Hills and rises - Limestone rises,"Low hills formed on limestone, shallow gravelly calcareous soils. Undulating low hills, gently inclined slopes (5%-8%), runoff is rapid, soils well drained",-,3,3148,43,-,Tree
