Veg ID,Map Unit ID,Strata,No. Growth Forms,No. Taxa,Mapunit Identifier,Spatial Mix,Data Set Name,Stratum ID,Sub Stratum Rank,Cover Type,Cover Mean Value,Height Type,Height Mean Value,L6 Sub Association,L2 Structural Formation,L3 Broad Floristic Formation,L4 Sub Formation,L5 Association,Cover Code,Height Class,Dominant Stratum Flag,Source Code,Source Description,Environmental Description,Common Language Description,No. Strata,Nvis ID,Data Set Id,Record Type,Growth Form Type
1,2274,U1,1,1,31600023,pure,NTLUNIT1750/2000,5878,1,Percentage Cover (classed data),-9999,Average Height (general vegetation mapping),-9999,"U1+ ^Eucalyptus camaldulensis\^tree\6\i;M1 Atalaya hemiglauca,^Acacia victoriae,Acacia farnesiana\^shrub\3\bi;G1 ^Zygochloa paradoxa,Enteropogon ramosus,Aristida holathera\tussock grass,forb,^hummock grass\1\bi",Low woodland,Eucalyptus low woodland,Eucalyptus low woodland\Acacia mid isolated shrubs\Zygochloa low isolated hummock grasses,"U+ ^Eucalyptus camaldulensis\^tree\6\i;M1 Atalaya hemiglauca,^Acacia victoriae,Acacia farnesiana\^shrub\3\bi;G ^Zygochloa paradoxa,Enteropogon ramosus,Aristida holathera\tussock grass,forb,^hummock grass\1\bi",i,6,Y,Land Unit 4.1,Drainage - Sandy creeks,"Sandy stream channels (up to 100m wide), 5m deep and associated floodplains. Coarse textured alluvial, well drained soil",-,3,3131,43,-,Tree
1,2274,M1,1,3,31600023,pure,NTLUNIT1750/2000,5879,-,Percentage Cover (classed data),-9999,Average Height (general vegetation mapping),-9999,"U1+ ^Eucalyptus camaldulensis\^tree\6\i;M1 Atalaya hemiglauca,^Acacia victoriae,Acacia farnesiana\^shrub\3\bi;G1 ^Zygochloa paradoxa,Enteropogon ramosus,Aristida holathera\tussock grass,forb,^hummock grass\1\bi",Low woodland,Eucalyptus low woodland,Eucalyptus low woodland\Acacia mid isolated shrubs\Zygochloa low isolated hummock grasses,"U+ ^Eucalyptus camaldulensis\^tree\6\i;M1 Atalaya hemiglauca,^Acacia victoriae,Acacia farnesiana\^shrub\3\bi;G ^Zygochloa paradoxa,Enteropogon ramosus,Aristida holathera\tussock grass,forb,^hummock grass\1\bi",bi,3,N,Land Unit 4.1,Drainage - Sandy creeks,"Sandy stream channels (up to 100m wide), 5m deep and associated floodplains. Coarse textured alluvial, well drained soil",-,3,3131,43,-,Shrub
1,2274,G1,3,3,31600023,pure,NTLUNIT1750/2000,5880,-,Foliage Cover (classed data),-9999,Average Height (general vegetation mapping),-9999,"U1+ ^Eucalyptus camaldulensis\^tree\6\i;M1 Atalaya hemiglauca,^Acacia victoriae,Acacia farnesiana\^shrub\3\bi;G1 ^Zygochloa paradoxa,Enteropogon ramosus,Aristida holathera\tussock grass,forb,^hummock grass\1\bi",Low woodland,Eucalyptus low woodland,Eucalyptus low woodland\Acacia mid isolated shrubs\Zygochloa low isolated hummock grasses,"U+ ^Eucalyptus camaldulensis\^tree\6\i;M1 Atalaya hemiglauca,^Acacia victoriae,Acacia farnesiana\^shrub\3\bi;G ^Zygochloa paradoxa,Enteropogon ramosus,Aristida holathera\tussock grass,forb,^hummock grass\1\bi",bi,1,N,Land Unit 4.1,Drainage - Sandy creeks,"Sandy stream channels (up to 100m wide), 5m deep and associated floodplains. Coarse textured alluvial, well drained soil",-,3,3131,43,-,Forb
1,2274,G1,3,3,31600023,pure,NTLUNIT1750/2000,5880,-,Foliage Cover (classed data),-9999,Average Height (general vegetation mapping),-9999,"U1+ ^Eucalyptus camaldulensis\^tree\6\i;M1 Atalaya hemiglauca,^Acacia victoriae,Acacia farnesiana\^shrub\3\bi;G1 ^Zygochloa paradoxa,Enteropogon ramosus,Aristida holathera\tussock grass,forb,^hummock grass\1\bi",Low woodland,Eucalyptus low woodland,Eucalyptus low woodland\Acacia mid isolated shrubs\Zygochloa low isolated hummock grasses,"U+ ^Eucalyptus camaldulensis\^tree\6\i;M1 Atalaya hemiglauca,^Acacia victoriae,Acacia farnesiana\^shrub\3\bi;G ^Zygochloa paradoxa,Enteropogon ramosus,Aristida holathera\tussock grass,forb,^hummock grass\1\bi",bi,1,N,Land Unit 4.1,Drainage - Sandy creeks,"Sandy stream channels (up to 100m wide), 5m deep and associated floodplains. Coarse textured alluvial, well drained soil",-,3,3131,43,-,Hummock grass
1,2274,G1,3,3,31600023,pure,NTLUNIT1750/2000,5880,-,Foliage Cover (classed data),-9999,Average Height (general vegetation mapping),-9999,"U1+ ^Eucalyptus camaldulensis\^tree\6\i;M1 Atalaya hemiglauca,^Acacia victoriae,Acacia farnesiana\^shrub\3\bi;G1 ^Zygochloa paradoxa,Enteropogon ramosus,Aristida holathera\tussock grass,forb,^hummock grass\1\bi",Low woodland,Eucalyptus low woodland,Eucalyptus low woodland\Acacia mid isolated shrubs\Zygochloa low isolated hummock grasses,"U+ ^Eucalyptus camaldulensis\^tree\6\i;M1 Atalaya hemiglauca,^Acacia victoriae,Acacia farnesiana\^shrub\3\bi;G ^Zygochloa paradoxa,Enteropogon ramosus,Aristida holathera\tussock grass,forb,^hummock grass\1\bi",bi,1,N,Land Unit 4.1,Drainage - Sandy creeks,"Sandy stream channels (up to 100m wide), 5m deep and associated floodplains. Coarse textured alluvial, well drained soil",-,3,3131,43,-,Tussock grass
2,1751,U1,1,5,31600024,pure,NTLUNIT1750/2000,5881,1,Percentage Cover (classed data),-9999,Average Height (general vegetation mapping),-9999,"U1+ ^Eucalyptus camaldulensis,Corymbia aparrerinja,Corymbia opaca+/-Atalaya hemiglauca+/-Eucalyptus coolabah subsp. arida\^tree\7\r;M1 ^Santalum lanceolatum,Rhagodia spinescens,Senna artemisioides subsp. filifolia+/-Acacia aneura+/-Eremophila latrobei subsp. latrobei\^shrub,chenopod shrub\4\r;G1 ^Aristida holathera,Dactyloctenium radulans,Enneapogon polyphyllus+/-Cenchrus ciliaris+/-Enneapogon avenaceus\^tussock grass\2\c",Open woodland,Eucalyptus open woodland,Eucalyptus mid open woodland\Santalum tall sparse shrubland\Aristida mid tussock grassland,"U+ ^Eucalyptus camaldulensis,Corymbia aparrerinja,Corymbia opaca\^tree\7\r;M1 ^Santalum lanceolatum,Rhagodia spinescens,Senna artemisioides filiformis\^shrub,chenopod shrub\4\r;G ^Aristida holathera,Dactyloctenium radulans,Enneapogon polyphyllus\^tussock grass\2\c",r,7,Y,LUCYLU4.2,Drainage - Narrow stream channels,"Narrow stream channels (up to 20m wide and 5m deep) and associated floodplains, stream channels are usually dry. Coarse textured alluvial, well drained soil",-,3,3132,43,-,Tree
2,1751,M1,2,5,31600024,pure,NTLUNIT1750/2000,5882,-,Percentage Cover (classed data),-9999,Average Height (general vegetation mapping),-9999,"U1+ ^Eucalyptus camaldulensis,Corymbia aparrerinja,Corymbia opaca+/-Atalaya hemiglauca+/-Eucalyptus coolabah subsp. arida\^tree\7\r;M1 ^Santalum lanceolatum,Rhagodia spinescens,Senna artemisioides subsp. filifolia+/-Acacia aneura+/-Eremophila latrobei subsp. latrobei\^shrub,chenopod shrub\4\r;G1 ^Aristida holathera,Dactyloctenium radulans,Enneapogon polyphyllus+/-Cenchrus ciliaris+/-Enneapogon avenaceus\^tussock grass\2\c",Open woodland,Eucalyptus open woodland,Eucalyptus mid open woodland\Santalum tall sparse shrubland\Aristida mid tussock grassland,"U+ ^Eucalyptus camaldulensis,Corymbia aparrerinja,Corymbia opaca\^tree\7\r;M1 ^Santalum lanceolatum,Rhagodia spinescens,Senna artemisioides filiformis\^shrub,chenopod shrub\4\r;G ^Aristida holathera,Dactyloctenium radulans,Enneapogon polyphyllus\^tussock grass\2\c",r,4,N,LUCYLU4.2,Drainage - Narrow stream channels,"Narrow stream channels (up to 20m wide and 5m deep) and associated floodplains, stream channels are usually dry. Coarse textured alluvial, well drained soil",-,3,3132,43,-,Chenopod shrub
2,1751,M1,2,5,31600024,pure,NTLUNIT1750/2000,5882,-,Percentage Cover (classed data),-9999,Average Height (general vegetation mapping),-9999,"U1+ ^Eucalyptus camaldulensis,Corymbia aparrerinja,Corymbia opaca+/-Atalaya hemiglauca+/-Eucalyptus coolabah subsp. arida\^tree\7\r;M1 ^Santalum lanceolatum,Rhagodia spinescens,Senna artemisioides subsp. filifolia+/-Acacia aneura+/-Eremophila latrobei subsp. latrobei\^shrub,chenopod shrub\4\r;G1 ^Aristida holathera,Dactyloctenium radulans,Enneapogon polyphyllus+/-Cenchrus ciliaris+/-Enneapogon avenaceus\^tussock grass\2\c",Open woodland,Eucalyptus open woodland,Eucalyptus mid open woodland\Santalum tall sparse shrubland\Aristida mid tussock grassland,"U+ ^Eucalyptus camaldulensis,Corymbia aparrerinja,Corymbia opaca\^tree\7\r;M1 ^Santalum lanceolatum,Rhagodia spinescens,Senna artemisioides filiformis\^shrub,chenopod shrub\4\r;G ^Aristida holathera,Dactyloctenium radulans,Enneapogon polyphyllus\^tussock grass\2\c",r,4,N,LUCYLU4.2,Drainage - Narrow stream channels,"Narrow stream channels (up to 20m wide and 5m deep) and associated floodplains, stream channels are usually dry. Coarse textured alluvial, well drained soil",-,3,3132,43,-,Shrub
2,1751,G1,1,5,31600024,pure,NTLUNIT1750/2000,5883,-,Foliage Cover (classed data),-9999,Average Height (general vegetation mapping),-9999,"U1+ ^Eucalyptus camaldulensis,Corymbia aparrerinja,Corymbia opaca+/-Atalaya hemiglauca+/-Eucalyptus coolabah subsp. arida\^tree\7\r;M1 ^Santalum lanceolatum,Rhagodia spinescens,Senna artemisioides subsp. filifolia+/-Acacia aneura+/-Eremophila latrobei subsp. latrobei\^shrub,chenopod shrub\4\r;G1 ^Aristida holathera,Dactyloctenium radulans,Enneapogon polyphyllus+/-Cenchrus ciliaris+/-Enneapogon avenaceus\^tussock grass\2\c",Open woodland,Eucalyptus open woodland,Eucalyptus mid open woodland\Santalum tall sparse shrubland\Aristida mid tussock grassland,"U+ ^Eucalyptus camaldulensis,Corymbia aparrerinja,Corymbia opaca\^tree\7\r;M1 ^Santalum lanceolatum,Rhagodia spinescens,Senna artemisioides filiformis\^shrub,chenopod shrub\4\r;G ^Aristida holathera,Dactyloctenium radulans,Enneapogon polyphyllus\^tussock grass\2\c",c,2,N,LUCYLU4.2,Drainage - Narrow stream channels,"Narrow stream channels (up to 20m wide and 5m deep) and associated floodplains, stream channels are usually dry. Coarse textured alluvial, well drained soil",-,3,3132,43,-,Tussock grass
3,2275,U1,1,1,31600026,pure,NTLUNIT1750/2000,5884,1,Percentage Cover (classed data),-9999,Average Height (general vegetation mapping),-9999,"U1+ ^Eucalyptus coolabah subsp. arida\^tree\6\r;M1 ^Chenopodium auricomum\^chenopod shrub\3\i;G1 ^Alternanthera angustifolia,Cleome viscosa\^forb,shrub\1\bi",Low open woodland,Eucalyptus low open woodland,Eucalyptus low open woodland\Chenopodium mid open chenopod shrubland\Alternanthera low isolated forbs,"U+ ^Eucalyptus coolabah subsp. arida\^tree\6\r;M1 ^Chenopodium auricomum\^chenopod shrub\3\i;G ^Alternanthera angustifolia,Cleome viscosa\^forb,shrub\1\bi",r,6,Y,Land Unit 4.4,Drainage - Bluebush swamps,Swamps inundated for a period following large rainfalls. Non-cracking brown clay soil,-,3,3134,43,-,Tree
3,2275,M1,1,1,31600026,pure,NTLUNIT1750/2000,5885,-,Percentage Cover (classed data),-9999,Average Height (general vegetation mapping),-9999,"U1+ ^Eucalyptus coolabah subsp. arida\^tree\6\r;M1 ^Chenopodium auricomum\^chenopod shrub\3\i;G1 ^Alternanthera angustifolia,Cleome viscosa\^forb,shrub\1\bi",Low open woodland,Eucalyptus low open woodland,Eucalyptus low open woodland\Chenopodium mid open chenopod shrubland\Alternanthera low isolated forbs,"U+ ^Eucalyptus coolabah subsp. arida\^tree\6\r;M1 ^Chenopodium auricomum\^chenopod shrub\3\i;G ^Alternanthera angustifolia,Cleome viscosa\^forb,shrub\1\bi",i,3,N,Land Unit 4.4,Drainage - Bluebush swamps,Swamps inundated for a period following large rainfalls. Non-cracking brown clay soil,-,3,3134,43,-,Chenopod shrub
3,2275,G1,2,2,31600026,pure,NTLUNIT1750/2000,5886,-,Foliage Cover (classed data),-9999,Average Height (general vegetation mapping),-9999,"U1+ ^Eucalyptus coolabah subsp. arida\^tree\6\r;M1 ^Chenopodium auricomum\^chenopod shrub\3\i;G1 ^Alternanthera angustifolia,Cleome viscosa\^forb,shrub\1\bi",Low open woodland,Eucalyptus low open woodland,Eucalyptus low open woodland\Chenopodium mid open chenopod shrubland\Alternanthera low isolated forbs,"U+ ^Eucalyptus coolabah subsp. arida\^tree\6\r;M1 ^Chenopodium auricomum\^chenopod shrub\3\i;G ^Alternanthera angustifolia,Cleome viscosa\^forb,shrub\1\bi",bi,1,N,Land Unit 4.4,Drainage - Bluebush swamps,Swamps inundated for a period following large rainfalls. Non-cracking brown clay soil,-,3,3134,43,-,Shrub
3,2275,G1,2,2,31600026,pure,NTLUNIT1750/2000,5886,-,Foliage Cover (classed data),-9999,Average Height (general vegetation mapping),-9999,"U1+ ^Eucalyptus coolabah subsp. arida\^tree\6\r;M1 ^Chenopodium auricomum\^chenopod shrub\3\i;G1 ^Alternanthera angustifolia,Cleome viscosa\^forb,shrub\1\bi",Low open woodland,Eucalyptus low open woodland,Eucalyptus low open woodland\Chenopodium mid open chenopod shrubland\Alternanthera low isolated forbs,"U+ ^Eucalyptus coolabah subsp. arida\^tree\6\r;M1 ^Chenopodium auricomum\^chenopod shrub\3\i;G ^Alternanthera angustifolia,Cleome viscosa\^forb,shrub\1\bi",bi,1,N,Land Unit 4.4,Drainage - Bluebush swamps,Swamps inundated for a period following large rainfalls. Non-cracking brown clay soil,-,3,3134,43,-,Forb
4,1891,U1,1,1,31600027,pure,NTLUNIT1750/2000,5887,1,Percentage Cover (classed data),15,Average Height (general vegetation mapping),5,"U1+ ^Eucalyptus gamophylla\^tree mallee\6\r;M1 ^Eremophila latrobei subsp. latrobei,Senna artemisioides subsp. oligophylla\^shrub\3\bi;G1 ^Triodia basedowii\^hummock grass\1\c",Open mallee woodland,Eucalyptus open mallee woodland,Eucalyptus mid open mallee woodland\Eremophila mid isolated shrubs\Triodia low hummock grassland,"U+ ^Eucalyptus gamophylla\^tree mallee\6\r;M1 ^Eremophila latrobei subsp. latrobei,Senna artemisioides subsp. oligophylla\^shrub\3\bi;G ^Triodia basedowii\^hummock grass\1\c",r,6,Y,Land Unit 5.1,Spinifex sandplains - Spinifex plain with blue mallee,Sandplain with slopes less than 1%. Sandy red earth soil,-,3,3135,43,-,Tree mallee
4,1891,M1,1,2,31600027,pure,NTLUNIT1750/2000,5888,2,Percentage Cover (classed data),0.2,Average Height (general vegetation mapping),1,"U1+ ^Eucalyptus gamophylla\^tree mallee\6\r;M1 ^Eremophila latrobei subsp. latrobei,Senna artemisioides subsp. oligophylla\^shrub\3\bi;G1 ^Triodia basedowii\^hummock grass\1\c",Open mallee woodland,Eucalyptus open mallee woodland,Eucalyptus mid open mallee woodland\Eremophila mid isolated shrubs\Triodia low hummock grassland,"U+ ^Eucalyptus gamophylla\^tree mallee\6\r;M1 ^Eremophila latrobei subsp. latrobei,Senna artemisioides subsp. oligophylla\^shrub\3\bi;G ^Triodia basedowii\^hummock grass\1\c",bi,3,N,Land Unit 5.1,Spinifex sandplains - Spinifex plain with blue mallee,Sandplain with slopes less than 1%. Sandy red earth soil,-,3,3135,43,-,Shrub
4,1891,G1,1,1,31600027,pure,NTLUNIT1750/2000,5889,-,Foliage Cover (classed data),-9999,Average Height (general vegetation mapping),-9999,"U1+ ^Eucalyptus gamophylla\^tree mallee\6\r;M1 ^Eremophila latrobei subsp. latrobei,Senna artemisioides subsp. oligophylla\^shrub\3\bi;G1 ^Triodia basedowii\^hummock grass\1\c",Open mallee woodland,Eucalyptus open mallee woodland,Eucalyptus mid open mallee woodland\Eremophila mid isolated shrubs\Triodia low hummock grassland,"U+ ^Eucalyptus gamophylla\^tree mallee\6\r;M1 ^Eremophila latrobei subsp. latrobei,Senna artemisioides subsp. oligophylla\^shrub\3\bi;G ^Triodia basedowii\^hummock grass\1\c",c,1,N,Land Unit 5.1,Spinifex sandplains - Spinifex plain with blue mallee,Sandplain with slopes less than 1%. Sandy red earth soil,-,3,3135,43,-,Hummock grass
5,2663,U1,1,1,31600028,pure,NTLUNIT1750/2000,5890,1,Percentage Cover (classed data),15,Average Height (general vegetation mapping),2,"U1+ ^Eucalyptus pachycarpa\^tree mallee\5\r;M1 Eremophila longifolia,^Acacia ligulata\^shrub\3\bi;G1 ^Triodia basedowii\^hummock grass\1\c",Low open mallee woodland,Eucalyptus low open mallee woodland,Eucalyptus low open mallee woodland\Acacia mid isolated shrubs\Triodia low hummock grassland,"U+ ^Eucalyptus pachycarpa\^tree mallee\5\r;M1 Eremophila longifolia,^Acacia ligulata\^shrub\3\bi;G ^Triodia basedowii\^hummock grass\1\c",r,5,Y,Land Unit 5.2,Spinifex sandplains - Spinifex plain with red bud mallee,Level or undulating sandplain with slopes 2%. Earthy sand to sandy red earth,-,3,3136,43,-,Tree mallee
5,2663,M1,1,2,31600028,pure,NTLUNIT1750/2000,5891,3,Percentage Cover (classed data),0.2,Average Height (general vegetation mapping),1,"U1+ ^Eucalyptus pachycarpa\^tree mallee\5\r;M1 Eremophila longifolia,^Acacia ligulata\^shrub\3\bi;G1 ^Triodia basedowii\^hummock grass\1\c",Low open mallee woodland,Eucalyptus low open mallee woodland,Eucalyptus low open mallee woodland\Acacia mid isolated shrubs\Triodia low hummock grassland,"U+ ^Eucalyptus pachycarpa\^tree mallee\5\r;M1 Eremophila longifolia,^Acacia ligulata\^shrub\3\bi;G ^Triodia basedowii\^hummock grass\1\c",bi,3,N,Land Unit 5.2,Spinifex sandplains - Spinifex plain with red bud mallee,Level or undulating sandplain with slopes 2%. Earthy sand to sandy red earth,-,3,3136,43,-,Shrub
5,2663,G1,1,1,31600028,pure,NTLUNIT1750/2000,5892,2,Foliage Cover (classed data),60,Average Height (general vegetation mapping),0.2,"U1+ ^Eucalyptus pachycarpa\^tree mallee\5\r;M1 Eremophila longifolia,^Acacia ligulata\^shrub\3\bi;G1 ^Triodia basedowii\^hummock grass\1\c",Low open mallee woodland,Eucalyptus low open mallee woodland,Eucalyptus low open mallee woodland\Acacia mid isolated shrubs\Triodia low hummock grassland,"U+ ^Eucalyptus pachycarpa\^tree mallee\5\r;M1 Eremophila longifolia,^Acacia ligulata\^shrub\3\bi;G ^Triodia basedowii\^hummock grass\1\c",c,1,N,Land Unit 5.2,Spinifex sandplains - Spinifex plain with red bud mallee,Level or undulating sandplain with slopes 2%. Earthy sand to sandy red earth,-,3,3136,43,-,Hummock grass
6,2410,U1,1,1,31600030,pure,NTLUNIT1750/2000,5893,1,Percentage Cover (classed data),15,Average Height (general vegetation mapping),5,"U1+ ^Corymbia aparrerinja\^tree\6\r;M1 ^Eremophila latrobei subsp. latrobei,Acacia ligulata,Atalaya hemiglauca,Senna artemisioides subsp. helmsii,Hakea macrocarpa\^shrub\4\bi;G1 ^Triodia basedowii\^hummock grass\1\c",Low open woodland,Corymbia low open woodland,Corymbia low open woodland\Eremophila tall isolated shrubs\Triodia low hummock grassland,"U+ ^Corymbia aparrerinja\^tree\6\r;M ^Eremophila latrobei subsp. latrobei,Acacia ligulata,Atalaya hemiglauca\^shrub\4\bi;G ^Triodia basedowii\^hummock grass\1\c",r,6,Y,Land Unit 5.4,Spinifex sandplain - spinifex plain with ghost gum and dogwood,"Gently undulating sandplain, slopes of 10%.Red earth soil",-,3,3138,43,-,Tree
6,2410,M1,1,5,31600030,pure,NTLUNIT1750/2000,5894,3,Percentage Cover (classed data),0.2,Average Height (general vegetation mapping),2.5,"U1+ ^Corymbia aparrerinja\^tree\6\r;M1 ^Eremophila latrobei subsp. latrobei,Acacia ligulata,Atalaya hemiglauca,Senna artemisioides subsp. helmsii,Hakea macrocarpa\^shrub\4\bi;G1 ^Triodia basedowii\^hummock grass\1\c",Low open woodland,Corymbia low open woodland,Corymbia low open woodland\Eremophila tall isolated shrubs\Triodia low hummock grassland,"U+ ^Corymbia aparrerinja\^tree\6\r;M ^Eremophila latrobei subsp. latrobei,Acacia ligulata,Atalaya hemiglauca\^shrub\4\bi;G ^Triodia basedowii\^hummock grass\1\c",bi,4,N,Land Unit 5.4,Spinifex sandplain - spinifex plain with ghost gum and dogwood,"Gently undulating sandplain, slopes of 10%.Red earth soil",-,3,3138,43,-,Shrub
6,2410,G1,1,1,31600030,pure,NTLUNIT1750/2000,5895,2,Foliage Cover (classed data),60,Average Height (general vegetation mapping),0.4,"U1+ ^Corymbia aparrerinja\^tree\6\r;M1 ^Eremophila latrobei subsp. latrobei,Acacia ligulata,Atalaya hemiglauca,Senna artemisioides subsp. helmsii,Hakea macrocarpa\^shrub\4\bi;G1 ^Triodia basedowii\^hummock grass\1\c",Low open woodland,Corymbia low open woodland,Corymbia low open woodland\Eremophila tall isolated shrubs\Triodia low hummock grassland,"U+ ^Corymbia aparrerinja\^tree\6\r;M ^Eremophila latrobei subsp. latrobei,Acacia ligulata,Atalaya hemiglauca\^shrub\4\bi;G ^Triodia basedowii\^hummock grass\1\c",c,1,N,Land Unit 5.4,Spinifex sandplain - spinifex plain with ghost gum and dogwood,"Gently undulating sandplain, slopes of 10%.Red earth soil",-,3,3138,43,-,Hummock grass
7,1892,U1,1,1,31600031,pure,NTLUNIT1750/2000,5896,1,Percentage Cover (classed data),15,Average Height (general vegetation mapping),5,U1+ ^Corymbia aparrerinja\^tree\6\r;M1 ^Atalaya hemiglauca\^shrub\3\r;G1 ^Triodia basedowii\^hummock grass\1\c,Low open woodland,Corymbia low open woodland,Corymbia low open woodland\Atalaya mid sparse shrubland\Triodia low hummock grassland,U+ ^Corymbia aparrerinja\^tree\6\r;M1 ^Atalaya hemiglauca\^shrub\3\r;G ^Triodia basedowii\^hummock grass\1\c,r,6,Y,Land Unit 5.5,Spinifex sandplains - Spinifex plain with ghost gum,Alluvial sandplain with red earth soil,-,3,3139,43,-,Tree
7,1892,M1,1,1,31600031,pure,NTLUNIT1750/2000,5897,3,Percentage Cover (classed data),15,Average Height (general vegetation mapping),1,U1+ ^Corymbia aparrerinja\^tree\6\r;M1 ^Atalaya hemiglauca\^shrub\3\r;G1 ^Triodia basedowii\^hummock grass\1\c,Low open woodland,Corymbia low open woodland,Corymbia low open woodland\Atalaya mid sparse shrubland\Triodia low hummock grassland,U+ ^Corymbia aparrerinja\^tree\6\r;M1 ^Atalaya hemiglauca\^shrub\3\r;G ^Triodia basedowii\^hummock grass\1\c,r,3,N,Land Unit 5.5,Spinifex sandplains - Spinifex plain with ghost gum,Alluvial sandplain with red earth soil,-,3,3139,43,-,Shrub
7,1892,G1,1,1,31600031,pure,NTLUNIT1750/2000,5898,2,Foliage Cover (classed data),60,Average Height (general vegetation mapping),0.4,U1+ ^Corymbia aparrerinja\^tree\6\r;M1 ^Atalaya hemiglauca\^shrub\3\r;G1 ^Triodia basedowii\^hummock grass\1\c,Low open woodland,Corymbia low open woodland,Corymbia low open woodland\Atalaya mid sparse shrubland\Triodia low hummock grassland,U+ ^Corymbia aparrerinja\^tree\6\r;M1 ^Atalaya hemiglauca\^shrub\3\r;G ^Triodia basedowii\^hummock grass\1\c,c,1,N,Land Unit 5.5,Spinifex sandplains - Spinifex plain with ghost gum,Alluvial sandplain with red earth soil,-,3,3139,43,-,Hummock grass
8,2664,U1,1,5,31600032,pure,NTLUNIT1750/2000,5899,1,Percentage Cover (classed data),15,Average Height (general vegetation mapping),8,"U1+ ^Corymbia setosa,Eucalyptus gamophylla,Atalaya hemiglauca,Corymbia aparrerinja,Corymbia opaca\^tree\6\r;M1 ^Atalaya hemiglauca,Acacia estrophiolata,Senna artemisioides subsp. filifolia+/-Rhagodia spinescens+/-Eremophila longifolia\^shrub\4\r;G1 ^Triodia basedowii\^hummock grass\1\c",Low open woodland,Corymbia low open woodland,Corymbia low open woodland\Atalaya tall sparse shrubland\Triodia low hummock grassland,"U+ ^Corymbia setosa,Eucalyptus gamophylla,Atalaya hemiglauca\^tree\6\r;M ^Atalaya hemiglauca,Acacia estrophiolata,Senna artemisioides subsp. filifolia\^shrub\4\r;G ^Triodia basedowii\^hummock grass\1\c",r,6,Y,LUCYLU5.6,Spinifex sandplains - Undulating spinifex sandplain,Gently undulating sandplain flanking hills and riseswith earthy sands,-,3,3140,43,-,Tree
8,2664,M1,1,5,31600032,pure,NTLUNIT1750/2000,5900,3,Percentage Cover (classed data),-9999,Average Height (general vegetation mapping),-9999,"U1+ ^Corymbia setosa,Eucalyptus gamophylla,Atalaya hemiglauca,Corymbia aparrerinja,Corymbia opaca\^tree\6\r;M1 ^Atalaya hemiglauca,Acacia estrophiolata,Senna artemisioides subsp. filifolia+/-Rhagodia spinescens+/-Eremophila longifolia\^shrub\4\r;G1 ^Triodia basedowii\^hummock grass\1\c",Low open woodland,Corymbia low open woodland,Corymbia low open woodland\Atalaya tall sparse shrubland\Triodia low hummock grassland,"U+ ^Corymbia setosa,Eucalyptus gamophylla,Atalaya hemiglauca\^tree\6\r;M ^Atalaya hemiglauca,Acacia estrophiolata,Senna artemisioides subsp. filifolia\^shrub\4\r;G ^Triodia basedowii\^hummock grass\1\c",r,4,N,LUCYLU5.6,Spinifex sandplains - Undulating spinifex sandplain,Gently undulating sandplain flanking hills and riseswith earthy sands,-,3,3140,43,-,Shrub
8,2664,G1,1,1,31600032,pure,NTLUNIT1750/2000,5901,2,Foliage Cover (classed data),-9999,Average Height (general vegetation mapping),-9999,"U1+ ^Corymbia setosa,Eucalyptus gamophylla,Atalaya hemiglauca,Corymbia aparrerinja,Corymbia opaca\^tree\6\r;M1 ^Atalaya hemiglauca,Acacia estrophiolata,Senna artemisioides subsp. filifolia+/-Rhagodia spinescens+/-Eremophila longifolia\^shrub\4\r;G1 ^Triodia basedowii\^hummock grass\1\c",Low open woodland,Corymbia low open woodland,Corymbia low open woodland\Atalaya tall sparse shrubland\Triodia low hummock grassland,"U+ ^Corymbia setosa,Eucalyptus gamophylla,Atalaya hemiglauca\^tree\6\r;M ^Atalaya hemiglauca,Acacia estrophiolata,Senna artemisioides subsp. filifolia\^shrub\4\r;G ^Triodia basedowii\^hummock grass\1\c",c,1,N,LUCYLU5.6,Spinifex sandplains - Undulating spinifex sandplain,Gently undulating sandplain flanking hills and riseswith earthy sands,-,3,3140,43,-,Hummock grass
9,2665,U1,1,1,31600033,pure,NTLUNIT1750/2000,5902,1,Percentage Cover (classed data),15,Average Height (general vegetation mapping),5,"U1+ ^Eucalyptus gamophylla\^tree mallee\6\r;M1 ^Eremophila latrobei subsp. latrobei,Corymbia opaca\^shrub\4\r;G1 ^Triodia pungens\^hummock grass\1\c",Open mallee woodland,Eucalyptus open mallee woodland,Eucalyptus mid open mallee woodland\Eremophila tall sparse shrubland\Triodia low hummock grassland,"U+ ^Eucalyptus gamophylla\^tree mallee\6\r;M1 ^Eremophila latrobei subsp. latrobei,Corymbia opaca\^shrub\4\r;G ^Triodia pungens\^hummock grass\1\c",r,6,Y,Land Unit 5.7,Spinifex sandplains - Low spinifex rises,"Sandplain with sandy red earth, soil becomes slightly heavier and calcareous at depth",-,3,3141,43,-,Tree mallee
